Country,Site_id,Focal_habitat,Units,Day,Month,Year,Plant_species,Flower_count,Species_abbreviation,Inflorescence_unit_used
CH,11,HA2,Total.number.of.flower.units.per.m984,14,5,2013,Ranunculus.acris,34.95,ran.acr,Flower
CH,11,HA2,Total.number.of.flower.units.per.m985,14,5,2013,Stellaria.media,21.3,ste.med,Flower
CH,11,HA2,Total.number.of.flower.units.per.m986,14,5,2013,Veronica.persica,1.6,ver.per,Flower
CH,11,HA2,Total.number.of.flower.units.per.m987,8,7,2013,Cerastium.fontanum,0.1,cer.fon,Flower
CH,11,HA2,Total.number.of.flower.units.per.m988,8,7,2013,Lathyrus.pratensis,0.6,lat.pra,Flower
CH,11,HA2,Total.number.of.flower.units.per.m989,8,7,2013,Medicago.lupulina,1.5,med.lup,Flower
CH,11,HA2,Total.number.of.flower.units.per.m990,8,7,2013,Plantago.lanceolata,0.2,pla.lan,Spike
CH,11,HA2,Total.number.of.flower.units.per.m991,8,7,2013,Potentilla.reptans,0.2,pot.rep,Flower
CH,11,HA2,Total.number.of.flower.units.per.m992,8,7,2013,Prunella.vulgaris,0.2,pru.vul,Flowered.stem
CH,11,HA2,Total.number.of.flower.units.per.m993,8,7,2013,Ranunculus.acris,0.1,ran.acr,Flower
CH,11,HA2,Total.number.of.flower.units.per.m994,8,7,2013,Trifolium.repens,5.45,tri.rep,Flower.head
CH,11,HA2,Total.number.of.flower.units.per.m995,13,8,2013,Achillea.millefolium,7,ach.mil,Umbel
CH,11,HA2,Total.number.of.flower.units.per.m996,13,8,2013,Geranium.dissectum,1.5,ger.dis,Flower
CH,11,HA2,Total.number.of.flower.units.per.m997,13,8,2013,Lotus.corniculatus,0.025,lot.cor,Flower
CH,11,HA2,Total.number.of.flower.units.per.m998,13,8,2013,Plantago.lanceolata,0.1,pla.lan,Spike
CH,11,HA2,Total.number.of.flower.units.per.m999,13,8,2013,Trifolium.pratense,0.3,tri.pra,Flower.head
CH,11,HA2,Total.number.of.flower.units.per.m1000,13,8,2013,Trifolium.repens,0.9,tri.rep,Flower.head
CH,11,HA2,Total.number.of.flower.units.per.m1001,13,8,2013,Veronica.persica,0.1,ver.per,Flower
CH,11,HL,Total.number.of.flower.units.per.m1002,15,4,2014,Cardamine.pratensis,2.7,car.pra,Flower
CH,11,HL,Total.number.of.flower.units.per.m1003,15,4,2014,Ficaria.verna,2,NA,NA
CH,11,HL,Total.number.of.flower.units.per.m1004,15,4,2014,Veronica.filiformis,2.55,ver.fil,Flower
CH,11,HL,Total.number.of.flower.units.per.m1005,15,5,2013,Ajuga.reptans,1.1,aju.rep,Raceme
CH,11,HL,Total.number.of.flower.units.per.m1006,15,5,2013,Cerastium.fontanum,11.25,cer.fon,Flower
CH,11,HL,Total.number.of.flower.units.per.m1007,15,5,2013,Medicago.lupulina,1.2,med.lup,Flower
CH,11,HL,Total.number.of.flower.units.per.m1008,15,5,2013,Plantago.lanceolata,1.9,pla.lan,Spike
CH,11,HL,Total.number.of.flower.units.per.m1009,15,5,2013,Ranunculus.acris,5.65,ran.acr,Flower
CH,11,HL,Total.number.of.flower.units.per.m1010,15,5,2013,Rhinanthus.alectorolophus,0.1,rhi.ale,Raceme
CH,11,HL,Total.number.of.flower.units.per.m1011,15,5,2013,Rumex.acetosa,0.15,rum.ace,Spike
CH,11,HL,Total.number.of.flower.units.per.m1012,15,5,2013,Silene.flos.cuculi,0.4,NA,NA
CH,11,HL,Total.number.of.flower.units.per.m1013,15,5,2013,Trifolium.pratense,1,tri.pra,Flower.head
CH,11,HL,Total.number.of.flower.units.per.m1014,15,5,2013,Veronica.chamaedrys,2.4,ver.cha,Flower
CH,11,HL,Total.number.of.flower.units.per.m1015,15,5,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,11,HL,Total.number.of.flower.units.per.m1016,13,8,2013,Cerastium.fontanum,0.1,cer.fon,Flower
CH,11,HL,Total.number.of.flower.units.per.m1017,13,8,2013,Plantago.lanceolata,1.75,pla.lan,Spike
CH,11,HL,Total.number.of.flower.units.per.m1018,13,8,2013,Trifolium.pratense,1.7,tri.pra,Flower.head
CH,11,HL,Total.number.of.flower.units.per.m1019,13,8,2013,Trifolium.repens,0.3,tri.rep,Flower.head
CH,11,WA,Total.number.of.flower.units.per.m1020,11,4,2014,Ajuga.reptans,1.3,aju.rep,Raceme
CH,11,WA,Total.number.of.flower.units.per.m1021,11,4,2014,Fragaria.vesca,0.5,fra.ves,Flower.head
CH,11,WA,Total.number.of.flower.units.per.m1022,11,4,2014,Galium.odoratum,0.1,gal.odo,Flower
CH,11,WA,Total.number.of.flower.units.per.m1023,11,4,2014,Medicago.lupulina,1.1,med.lup,Flower
CH,11,WA,Total.number.of.flower.units.per.m1024,11,4,2014,Prunus.avium,7,pru.avi,Flower
CH,11,WA,Total.number.of.flower.units.per.m1025,11,4,2014,Ranunculus.acris,0.9,ran.acr,Flower
CH,11,WA,Total.number.of.flower.units.per.m1026,11,4,2014,Taraxacum.campylodes,0.3,NA,NA
CH,11,WA,Total.number.of.flower.units.per.m1027,11,4,2014,Veronica.chamaedrys,24.9,ver.cha,Flower
CH,11,WA,Total.number.of.flower.units.per.m1028,11,4,2014,Viburnum.lantana,1.1,vib.lan,Corymb.of.capitula
CH,11,WA,Total.number.of.flower.units.per.m1029,11,4,2014,Vicia.sepium,3.5,vic.sep,Raceme
CH,11,WA,Total.number.of.flower.units.per.m1030,5,6,2013,Ajuga.reptans,0.6,aju.rep,Raceme
CH,11,WA,Total.number.of.flower.units.per.m1031,5,6,2013,Bellis.perennis,0.9,bel.per,Flower.head
CH,11,WA,Total.number.of.flower.units.per.m1032,5,6,2013,Galium.odoratum,2,gal.odo,Flower
CH,11,WA,Total.number.of.flower.units.per.m1033,5,6,2013,Geranium.pusillum,0.1,ger.pus,Flower
CH,11,WA,Total.number.of.flower.units.per.m1034,5,6,2013,Plantago.lanceolata,0.1,pla.lan,Spike
CH,11,WA,Total.number.of.flower.units.per.m1035,5,6,2013,Ranunculus.acris,0.8,ran.acr,Flower
CH,11,WA,Total.number.of.flower.units.per.m1036,5,6,2013,Veronica.chamaedrys,7.7,ver.cha,Flower
CH,11,WA,Total.number.of.flower.units.per.m1037,5,6,2013,Viburnum.lantana,0.2,vib.lan,Corymb.of.capitula
CH,11,WA,Total.number.of.flower.units.per.m1038,5,6,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,11,WA,Total.number.of.flower.units.per.m1039,15,7,2013,Knautia.arvensis,0.8,kna.arv,Flower.head
CH,11,WA,Total.number.of.flower.units.per.m1040,15,7,2013,Lathyrus.pratensis,8.5,lat.pra,Flower
CH,11,WA,Total.number.of.flower.units.per.m1041,15,7,2013,Ligustrum.vulgare,34,lig.vul,Flower
CH,11,WA,Total.number.of.flower.units.per.m1042,15,7,2013,Vicia.cracca,5.2,vic.cra,Raceme
CH,11,WA,Total.number.of.flower.units.per.m1043,20,8,2013,Cerastium.fontanum,1,cer.fon,Flower
CH,11,WA,Total.number.of.flower.units.per.m1044,20,8,2013,Hypericum.perforatum,0.025,hyp.per,Flower
CH,11,WA,Total.number.of.flower.units.per.m1045,20,8,2013,Knautia.arvensis,0.1,kna.arv,Flower.head
CH,11,WA,Total.number.of.flower.units.per.m1046,20,8,2013,Lamium.purpureum,0.1,lam.pur,Flowered.stem
CH,11,WL,Total.number.of.flower.units.per.m1047,11,4,2014,Ajuga.reptans,0.75,aju.rep,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1048,11,4,2014,Alliaria.petiolata,0.025,all.pet,Flower
CH,11,WL,Total.number.of.flower.units.per.m1049,11,4,2014,Cardamine.pratensis,0.2,car.pra,Flower
CH,11,WL,Total.number.of.flower.units.per.m1050,11,4,2014,Cerastium.fontanum,0.25,cer.fon,Flower
CH,11,WL,Total.number.of.flower.units.per.m1051,11,4,2014,Glechoma.hederacea,14.8,gle.hed,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1052,11,4,2014,Medicago.lupulina,4.05,med.lup,Flower
CH,11,WL,Total.number.of.flower.units.per.m1053,11,4,2014,Plantago.lanceolata,4.9,pla.lan,Spike
CH,11,WL,Total.number.of.flower.units.per.m1054,11,4,2014,Ranunculus.acris,0.9,ran.acr,Flower
CH,11,WL,Total.number.of.flower.units.per.m1055,11,4,2014,Salvia.pratensis,0.3,sal.pra,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1056,11,4,2014,Sinapis.arvensis,0.3,sin.arv,Flower
CH,11,WL,Total.number.of.flower.units.per.m1057,11,4,2014,Taraxacum.campylodes,2.5,NA,NA
CH,11,WL,Total.number.of.flower.units.per.m1058,11,4,2014,Veronica.chamaedrys,11.2,ver.cha,Flower
CH,11,WL,Total.number.of.flower.units.per.m1059,11,4,2014,Veronica.filiformis,0.2,ver.fil,Flower
CH,11,WL,Total.number.of.flower.units.per.m1060,11,4,2014,Veronica.persica,0.2,ver.per,Flower
CH,11,WL,Total.number.of.flower.units.per.m1061,11,4,2014,Vicia.sepium,0.2,vic.sep,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1062,5,6,2013,Alliaria.petiolata,0.44,all.pet,Flower
CH,11,WL,Total.number.of.flower.units.per.m1063,5,6,2013,Cerastium.fontanum,0.1,cer.fon,Flower
CH,11,WL,Total.number.of.flower.units.per.m1064,5,6,2013,Crepis.capillaris,0.8,cre.cap,Flower.head
CH,11,WL,Total.number.of.flower.units.per.m1065,5,6,2013,Galium.mollugo,1.3,gal.mol,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1066,5,6,2013,Geranium.dissectum,0.2,ger.dis,Flower
CH,11,WL,Total.number.of.flower.units.per.m1067,5,6,2013,Glechoma.hederacea,0.8,gle.hed,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1068,5,6,2013,Medicago.lupulina,6,med.lup,Flower
CH,11,WL,Total.number.of.flower.units.per.m1069,5,6,2013,Plantago.lanceolata,0.1,pla.lan,Spike
CH,11,WL,Total.number.of.flower.units.per.m1070,5,6,2013,Ranunculus.acris,0.4,ran.acr,Flower
CH,11,WL,Total.number.of.flower.units.per.m1071,5,6,2013,Rhinanthus.alectorolophus,11.6,rhi.ale,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1072,5,6,2013,Trifolium.pratense,2,tri.pra,Flower.head
CH,11,WL,Total.number.of.flower.units.per.m1073,5,6,2013,Veronica.chamaedrys,2.6,ver.cha,Flower
CH,11,WL,Total.number.of.flower.units.per.m1074,5,6,2013,Viburnum.opulus,0.2,vib.opu,Corymb.of.capitula
CH,11,WL,Total.number.of.flower.units.per.m1075,5,6,2013,Vicia.sepium,0.6,vic.sep,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1076,15,7,2013,Galium.album,0.6,gal.alb,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1077,15,7,2013,Lathyrus.pratensis,0.2,lat.pra,Flower
CH,11,WL,Total.number.of.flower.units.per.m1078,15,7,2013,Lotus.corniculatus,0.1,lot.cor,Flower
CH,11,WL,Total.number.of.flower.units.per.m1079,15,7,2013,Lysimachia.nummularia,1.7,lys.num,Flower
CH,11,WL,Total.number.of.flower.units.per.m1080,15,7,2013,Medicago.lupulina,0.3,med.lup,Flower
CH,11,WL,Total.number.of.flower.units.per.m1081,15,7,2013,Plantago.lanceolata,0.2,pla.lan,Spike
CH,11,WL,Total.number.of.flower.units.per.m1082,15,7,2013,Potentilla.reptans,0.1,pot.rep,Flower
CH,11,WL,Total.number.of.flower.units.per.m1083,15,7,2013,Rhinanthus.alectorolophus,0.7,rhi.ale,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1084,15,7,2013,Rosa.spp,1.2,rosa.sp,Flower
CH,11,WL,Total.number.of.flower.units.per.m1085,15,7,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,11,WL,Total.number.of.flower.units.per.m1086,20,8,2013,Brassica.napus,3.8,bra.nap,Flower
CH,11,WL,Total.number.of.flower.units.per.m1087,20,8,2013,Lotus.corniculatus,0.0875,lot.cor,Flower
CH,11,WL,Total.number.of.flower.units.per.m1088,20,8,2013,Plantago.lanceolata,1.2,pla.lan,Spike
CH,11,WL,Total.number.of.flower.units.per.m1089,20,8,2013,Trifolium.pratense,0.1,tri.pra,Flower.head
CH,11,WL,Total.number.of.flower.units.per.m1090,20,8,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,12,HA,Total.number.of.flower.units.per.m1091,10,4,2014,Ajuga.reptans,0.2,aju.rep,Raceme
CH,12,HA,Total.number.of.flower.units.per.m1092,10,4,2014,Bellis.perennis,0.7,bel.per,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1093,10,4,2014,Cerastium.fontanum,0.25,cer.fon,Flower
CH,12,HA,Total.number.of.flower.units.per.m1094,10,4,2014,Lotus.corniculatus,0.1,lot.cor,Flower
CH,12,HA,Total.number.of.flower.units.per.m1095,10,4,2014,Plantago.lanceolata,0.1,pla.lan,Spike
CH,12,HA,Total.number.of.flower.units.per.m1096,10,4,2014,Taraxacum.campylodes,3.8,NA,NA
CH,12,HA,Total.number.of.flower.units.per.m1097,10,4,2014,Veronica.arvensis,0.5,ver.arv,Flower
CH,12,HA,Total.number.of.flower.units.per.m1098,5,6,2013,Bellis.perennis,0.1,bel.per,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1099,5,6,2013,Campanula.rotundifolia,0.3,cam.rot,Flower
CH,12,HA,Total.number.of.flower.units.per.m1100,5,6,2013,Crepis.capillaris,1.6,cre.cap,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1101,5,6,2013,Knautia.arvensis,0.15,kna.arv,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1102,5,6,2013,Leucanthemum.vulgare,29.55,leu.vul,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1103,5,6,2013,Lotus.corniculatus,3.4,lot.cor,Flower
CH,12,HA,Total.number.of.flower.units.per.m1104,5,6,2013,Medicago.lupulina,23.5,med.lup,Flower
CH,12,HA,Total.number.of.flower.units.per.m1105,5,6,2013,Onobrychis.viciifolia,0.4,ono.vic,Raceme
CH,12,HA,Total.number.of.flower.units.per.m1106,5,6,2013,Plantago.lanceolata,0.8,pla.lan,Spike
CH,12,HA,Total.number.of.flower.units.per.m1107,5,6,2013,Salvia.pratensis,0.7,sal.pra,Raceme
CH,12,HA,Total.number.of.flower.units.per.m1108,5,6,2013,Trifolium.pratense,13.5,tri.pra,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1109,5,6,2013,Trifolium.repens,0.5,tri.rep,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1110,17,7,2013,Achillea.millefolium,0.1,ach.mil,Umbel
CH,12,HA,Total.number.of.flower.units.per.m1111,17,7,2013,Bellis.perennis,0.1,bel.per,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1112,17,7,2013,Crepis.capillaris,0.2,cre.cap,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1113,17,7,2013,Galium.mollugo,0.6,gal.mol,Raceme
CH,12,HA,Total.number.of.flower.units.per.m1114,17,7,2013,Leontodon.hispidus,0.2,leo.his,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1115,17,7,2013,Lotus.corniculatus,1.9,lot.cor,Flower
CH,12,HA,Total.number.of.flower.units.per.m1116,17,7,2013,Medicago.lupulina,8.55,med.lup,Flower
CH,12,HA,Total.number.of.flower.units.per.m1117,17,7,2013,Plantago.lanceolata,18.2,pla.lan,Spike
CH,12,HA,Total.number.of.flower.units.per.m1118,17,7,2013,Prunella.vulgaris,2.9,pru.vul,Flowered.stem
CH,12,HA,Total.number.of.flower.units.per.m1119,17,7,2013,Trifolium.campestre,0.2,tri.cam,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1120,17,7,2013,Trifolium.pratense,12.45,tri.pra,Flower.head
CH,12,HA,Total.number.of.flower.units.per.m1121,17,7,2013,Trifolium.repens,3.8,tri.rep,Flower.head
CH,12,HL,Total.number.of.flower.units.per.m1122,10,4,2014,Bellis.perennis,0.1,bel.per,Flower.head
CH,12,HL,Total.number.of.flower.units.per.m1123,12,6,2013,Bellis.perennis,1.35,bel.per,Flower.head
CH,12,HL,Total.number.of.flower.units.per.m1124,12,6,2013,Plantago.lanceolata,2,pla.lan,Spike
CH,12,HL,Total.number.of.flower.units.per.m1125,12,6,2013,Veronica.chamaedrys,4.7,ver.cha,Flower
CH,12,HL,Total.number.of.flower.units.per.m1126,12,6,2013,Vicia.sepium,0.8,vic.sep,Raceme
CH,12,HL,Total.number.of.flower.units.per.m1127,17,7,2013,Epilobium.hirsutum,0.2,epi.hir,Flower
CH,12,HL,Total.number.of.flower.units.per.m1128,17,7,2013,Geranium.spp,0.1,ger.dem,Flower
CH,12,HL,Total.number.of.flower.units.per.m1129,17,7,2013,Plantago.lanceolata,0.4,pla.lan,Spike
CH,12,HL,Total.number.of.flower.units.per.m1130,17,7,2013,Trifolium.repens,0.85,tri.rep,Flower.head
CH,12,HL,Total.number.of.flower.units.per.m1131,17,7,2013,Veronica.persica,0.2,ver.per,Flower
CH,12,HL,Total.number.of.flower.units.per.m1132,14,8,2013,Plantago.lanceolata,1.8,pla.lan,Spike
CH,12,HL,Total.number.of.flower.units.per.m1133,14,8,2013,Taraxacum.campylodes,0.3,NA,NA
CH,12,HL,Total.number.of.flower.units.per.m1134,14,8,2013,Trifolium.repens,0.3,tri.rep,Flower.head
CH,12,HL,Total.number.of.flower.units.per.m1135,14,8,2013,Veronica.chamaedrys,0.5,ver.cha,Flower
CH,12,WA,Total.number.of.flower.units.per.m1136,10,4,2014,Galium.odoratum,0.4,gal.odo,Flower
CH,12,WA,Total.number.of.flower.units.per.m1137,10,4,2014,Lamium.maculatum,0.3,lam.mac,Flowered.stem
CH,12,WA,Total.number.of.flower.units.per.m1138,10,4,2014,Taraxacum.campylodes,0.7,NA,NA
CH,12,WA,Total.number.of.flower.units.per.m1139,10,4,2014,Veronica.persica,0.1,ver.per,Flower
CH,12,WA,Total.number.of.flower.units.per.m1140,12,6,2013,Rubus.idaeus,3.8,rub.ide,Flower
CH,12,WA,Total.number.of.flower.units.per.m1141,12,6,2013,Sambucus.nigra,1.7,sam.nig,Corymb.of.capitula
CH,12,WA,Total.number.of.flower.units.per.m1142,12,6,2013,Trifolium.pratense,1.6,tri.pra,Flower.head
CH,12,WA,Total.number.of.flower.units.per.m1143,15,7,2013,Geum.urbanum,1,geu.urb,Flower.head
CH,12,WA,Total.number.of.flower.units.per.m1144,15,7,2013,Rubus.idaeus,10.4,rub.ide,Flower
CH,12,WA,Total.number.of.flower.units.per.m1145,15,7,2013,Urtica.dioica,1,urt.dio,Spike
CH,12,WA,Total.number.of.flower.units.per.m1146,14,8,2013,Circaea.lutetiana,9.6,cir.lut,Flower
CH,12,WA,Total.number.of.flower.units.per.m1147,14,8,2013,Daucus.carota,1.2,dau.car,Umbel
CH,12,WA,Total.number.of.flower.units.per.m1148,14,8,2013,Galeopsis.tetrahit,22,gal.tet,Flowered.stem
CH,12,WA,Total.number.of.flower.units.per.m1149,14,8,2013,Solanum.dulcamara,0.4,sol.dul,Flower
CH,12,WA,Total.number.of.flower.units.per.m1150,14,8,2013,Solidago.canadensis,48,sol.can,Cyme
CH,12,WL,Total.number.of.flower.units.per.m1151,10,4,2014,Ajuga.reptans,2.55,aju.rep,Raceme
CH,12,WL,Total.number.of.flower.units.per.m1152,10,4,2014,Glechoma.hederacea,14.4,gle.hed,Raceme
CH,12,WL,Total.number.of.flower.units.per.m1153,10,4,2014,Ranunculus.acris,0.1,ran.acr,Flower
CH,12,WL,Total.number.of.flower.units.per.m1154,5,6,2013,Crepis.capillaris,0.6,cre.cap,Flower.head
CH,12,WL,Total.number.of.flower.units.per.m1155,5,6,2013,Viburnum.opulus,0.8,vib.opu,Corymb.of.capitula
CH,12,WL,Total.number.of.flower.units.per.m1156,15,7,2013,Trifolium.repens,18.1,tri.rep,Flower.head
CH,12,WL,Total.number.of.flower.units.per.m1157,14,8,2013,Cirsium.vulgare,0.3,cir.vul,Flower.head
CH,12,WL,Total.number.of.flower.units.per.m1158,14,8,2013,Epilobium.hirsutum,1.1,epi.hir,Flower
CH,12,WL,Total.number.of.flower.units.per.m1159,14,8,2013,Lythrum.salicaria,13.8,lyt.sal,Flowered.stem
CH,12,WL,Total.number.of.flower.units.per.m1160,14,8,2013,Rubus.vestitus,1.2,NA,NA
CH,12,WL,Total.number.of.flower.units.per.m1161,14,8,2013,Trifolium.repens,0.4,tri.rep,Flower.head
CH,13,HA,Total.number.of.flower.units.per.m1162,17,4,2014,Bellis.perennis,1,bel.per,Flower.head
CH,13,HA,Total.number.of.flower.units.per.m1163,17,4,2014,Capsella.bursa.pastoris,0.78125,NA,NA
CH,13,HA,Total.number.of.flower.units.per.m1164,17,4,2014,Cardamine.pratensis,0.2,car.pra,Flower
CH,13,HA,Total.number.of.flower.units.per.m1165,17,4,2014,Glechoma.hederacea,3.6,gle.hed,Raceme
CH,13,HA,Total.number.of.flower.units.per.m1166,17,4,2014,Ranunculus.acris,0.9,ran.acr,Flower
CH,13,HA,Total.number.of.flower.units.per.m1167,17,4,2014,Stellaria.media,0.1,ste.med,Flower
CH,13,HA,Total.number.of.flower.units.per.m1168,17,4,2014,Taraxacum.campylodes,1.25,NA,NA
CH,13,HA,Total.number.of.flower.units.per.m1169,17,4,2014,Veronica.arvensis,5.5,ver.arv,Flower
CH,13,HA,Total.number.of.flower.units.per.m1170,17,4,2014,Veronica.filiformis,8.3,ver.fil,Flower
CH,13,HA,Total.number.of.flower.units.per.m1171,17,4,2014,Veronica.persica,105.65,ver.per,Flower
CH,13,HA,Total.number.of.flower.units.per.m1172,14,8,2013,Bellis.perennis,0.2,bel.per,Flower.head
CH,13,HA,Total.number.of.flower.units.per.m1173,14,8,2013,Galium.album,0.3,gal.alb,Raceme
CH,13,HA,Total.number.of.flower.units.per.m1174,14,8,2013,Plantago.lanceolata,2.6,pla.lan,Spike
CH,13,HA,Total.number.of.flower.units.per.m1175,14,8,2013,Trifolium.pratense,0.5,tri.pra,Flower.head
CH,13,HA,Total.number.of.flower.units.per.m1176,14,8,2013,Trifolium.repens,0.25,tri.rep,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1177,17,4,2014,Ajuga.reptans,1.2,aju.rep,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1178,17,4,2014,Capsella.bursa.pastoris,0.025,NA,NA
CH,13,HA2,Total.number.of.flower.units.per.m1179,17,4,2014,Carex.hirta,0.5,car.hir,Spike
CH,13,HA2,Total.number.of.flower.units.per.m1180,17,4,2014,Cerastium.fontanum,2.65,cer.fon,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1181,17,4,2014,Lotus.corniculatus,0.6125,lot.cor,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1182,17,4,2014,Medicago.lupulina,5,med.lup,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1183,17,4,2014,Myosotis.arvensis,28.85,myo.arv,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1184,17,4,2014,Ranunculus.acris,5.45,ran.acr,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1185,17,4,2014,Rumex.acetosa,0.2,rum.ace,Spike
CH,13,HA2,Total.number.of.flower.units.per.m1186,17,4,2014,Taraxacum.campylodes,0.6,NA,NA
CH,13,HA2,Total.number.of.flower.units.per.m1187,17,4,2014,Trifolium.pratense,1.05,tri.pra,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1188,17,4,2014,Veronica.arvensis,0.15,ver.arv,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1189,17,4,2014,Veronica.persica,4.95,ver.per,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1190,17,4,2014,Vicia.sepium,2.2,vic.sep,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1191,13,6,2013,Anthriscus.sylvestris,0.5,ant.syl,Compound.umbel
CH,13,HA2,Total.number.of.flower.units.per.m1192,13,6,2013,Cerastium.fontanum,4.8,cer.fon,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1193,13,6,2013,Crepis.capillaris,0.35,cre.cap,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1194,13,6,2013,Galium.mollugo,7.7,gal.mol,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1195,13,6,2013,Knautia.arvensis,3.35,kna.arv,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1196,13,6,2013,Leucanthemum.vulgare,0.7,leu.vul,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1197,13,6,2013,Lotus.corniculatus,0.1,lot.cor,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1198,13,6,2013,Medicago.lupulina,2.75,med.lup,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1199,13,6,2013,Myosotis.arvensis,5.85,myo.arv,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1200,13,6,2013,Plantago.lanceolata,0.8,pla.lan,Spike
CH,13,HA2,Total.number.of.flower.units.per.m1201,13,6,2013,Ranunculus.acris,4.5,ran.acr,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1202,13,6,2013,Rhinanthus.alectorolophus,3.95,rhi.ale,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1203,13,6,2013,Salvia.pratensis,3.5,sal.pra,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1204,13,6,2013,Trifolium.pratense,4.55,tri.pra,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1205,13,6,2013,Trifolium.repens,0.4,tri.rep,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1206,13,6,2013,Veronica.chamaedrys,2.65,ver.cha,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1207,13,6,2013,Vicia.sepium,0.8,vic.sep,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1208,16,7,2013,Convolvulus.arvensis,0.1,con.arv,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1209,16,7,2013,Daucus.carota,2.4,dau.car,Umbel
CH,13,HA2,Total.number.of.flower.units.per.m1210,16,7,2013,Galium.album,26.45,gal.alb,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1211,16,7,2013,Knautia.arvensis,0.1,kna.arv,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1212,16,7,2013,Lotus.corniculatus,1.1625,lot.cor,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1213,16,7,2013,Medicago.lupulina,1.1,med.lup,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1214,16,7,2013,Myosotis.sylvatica,2.65,myo.syl,Flower
CH,13,HA2,Total.number.of.flower.units.per.m1215,16,7,2013,Plantago.lanceolata,5.15,pla.lan,Spike
CH,13,HA2,Total.number.of.flower.units.per.m1216,16,7,2013,Prunella.vulgaris,1.45,pru.vul,Flowered.stem
CH,13,HA2,Total.number.of.flower.units.per.m1217,16,7,2013,Salvia.pratensis,0.1,sal.pra,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1218,16,7,2013,Trifolium.pratense,5.9,tri.pra,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1219,16,7,2013,Trifolium.repens,1.25,tri.rep,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1220,16,7,2013,Vicia.sepium,0.2,vic.sep,Raceme
CH,13,HA2,Total.number.of.flower.units.per.m1221,12,8,2013,Achillea.millefolium,0.2,ach.mil,Umbel
CH,13,HA2,Total.number.of.flower.units.per.m1222,12,8,2013,Centaurea.jacea,0.6,cen.jac,Flower.head
CH,13,HA2,Total.number.of.flower.units.per.m1223,12,8,2013,Daucus.carota,0.5,dau.car,Umbel
